name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
6,2016,515000,40000,1,1,1,0,5,83.8,1,19.87,1461
5,2020,630000,5000,3,1,1,0,5,81.8,1,21.01,1197
5,2016,300000,40000,3,1,1,0,5,47.3,1,22.74,796
5,2005,90000,100000,3,1,1,1,5,46.3,1,19.7,796
3,2019,550000,4701,3,2,1,0,5,81.86,1,20.7,1197
5,2016,600000,6757,3,2,1,0,5,81.8,1,21.01,1197
5,2014,200000,43381,3,0,1,2,5,47.3,1,22.74,796
5,2014,425000,50000,1,1,1,2,5,88.73,1,21.79,1248
5,2018,575000,20000,3,1,1,0,5,83.1,1,21.4,1197
1,2015,600000,63000,1,1,1,0,5,98.59,1,22.77,1498
6,2018,350000,30000,3,1,1,0,5,67.0,1,23.01,999
5,2017,400000,12700,3,1,1,0,5,67.04,1,20.51,998
7,2018,700000,35000,1,1,1,0,5,108.5,1,21.5,1497
3,2008,165000,90000,3,1,1,0,5,68.05,1,19.81,1086
5,2005,180000,49455,3,1,1,0,5,46.3,1,19.7,796
3,2016,220000,100000,3,1,1,0,5,55.2,1,21.1,814
7,2013,120000,120000,1,1,1,0,5,74.0,1,22.3,1248
0,2013,420000,46815,1,1,1,2,5,76.9,1,22.1,1248
3,2015,250000,80000,3,1,1,0,5,55.2,1,21.1,814
5,2013,385000,100000,1,1,1,4,7,88.8,1,20.77,1248
5,2014,318000,80000,3,1,1,0,5,67.06,1,20.51,998
3,2018,480000,40000,3,1,1,0,5,81.86,1,20.14,1197
5,2015,330000,70000,3,1,1,4,5,67.04,1,23.1,998
5,2014,250000,40000,3,1,1,0,5,47.3,1,22.74,796
3,2016,650000,30000,1,1,1,0,5,88.73,1,22.54,1396
1,2011,200000,80000,1,1,1,2,5,68.0,1,20.0,1399
2,2008,250000,60000,3,1,0,4,5,108.5,1,20.0,1339
5,2018,560000,20000,3,1,1,0,5,83.1,1,21.4,1197
5,2016,500000,30000,3,1,1,0,5,83.14,1,20.85,1197
3,2013,420000,69000,1,1,1,4,5,126.32,1,22.32,1582
5,2015,434999,25000,3,1,1,2,5,83.14,1,20.85,1197
3,2020,675000,5000,3,1,0,0,5,81.86,1,20.7,1197
3,2009,170000,90000,3,1,1,2,5,78.9,1,20.36,1197
3,2017,1250000,90000,1,1,1,0,5,126.2,1,19.67,1582
5,2011,270000,89000,1,1,1,2,5,73.9,1,21.1,1248
5,2013,480000,80000,1,1,1,0,5,74.0,1,23.4,1248
3,2016,700000,40000,1,1,1,0,5,88.73,1,22.54,1396
5,2015,650000,110000,1,1,1,4,7,88.76,1,20.77,1248
3,2015,1300000,48000,1,1,1,2,5,126.2,1,19.67,1582
9,2016,1000000,60000,1,1,0,0,5,108.6,1,22.15,1498
3,2012,170000,40000,3,1,1,0,5,55.2,1,21.1,814
5,2016,260000,65000,3,1,1,2,5,47.3,1,22.74,796
8,2014,400000,120000,1,1,1,2,5,67.04,1,23.59,1364
7,2017,830000,35000,1,1,1,0,5,108.5,1,21.5,1497
1,2017,850000,60000,1,1,1,0,5,98.59,1,22.77,1498
5,2017,650000,70000,3,1,1,0,5,83.14,1,20.85,1197
5,2019,525000,20000,3,1,0,0,5,81.8,1,20.89,1197
3,2015,600000,108000,1,1,1,0,5,88.73,1,21.19,1396
5,2019,500000,15000,3,1,1,0,5,81.8,1,21.21,1197
5,2015,409999,18500,3,1,1,0,5,67.04,1,20.51,998
3,2011,475000,80000,1,1,1,0,5,126.32,1,22.32,1582
3,2013,190000,70000,3,1,1,0,5,55.2,1,21.1,814
1,2011,225000,70000,1,1,1,0,5,68.0,1,20.0,1399
3,2011,350000,90000,1,1,1,4,5,90.0,1,23.0,1396
5,2014,240000,50000,3,1,1,0,5,47.3,1,22.74,796
5,2012,80000,120000,3,1,1,2,8,35.0,1,19.7,796
7,2019,650000,15000,1,1,1,0,5,74.0,1,22.95,1248
5,2011,210000,35000,3,1,1,2,5,67.1,1,20.92,998
5,2008,110000,80000,3,1,1,2,5,46.3,1,19.7,796
7,2017,665000,25000,1,1,1,0,5,108.5,1,21.5,1497
9,2017,555000,52000,1,1,1,0,5,108.62,1,21.66,1498
9,2017,560000,52000,1,1,1,0,5,108.62,1,21.66,1498
3,2011,350000,116500,1,1,1,0,5,90.0,1,23.0,1396
3,2019,525000,100000,3,1,1,0,5,81.86,1,20.14,1197
8,2016,570000,145000,1,1,1,2,5,67.05,1,23.59,1364
1,2011,225000,90000,1,1,1,2,5,68.0,1,20.0,1399
3,2019,590000,90000,3,1,1,0,5,81.86,1,20.14,1197
5,2013,520000,58000,1,1,1,0,5,74.0,1,23.4,1248
3,2013,200000,40000,3,1,1,0,5,55.2,1,21.1,814
5,2014,325000,90000,1,1,1,2,5,73.94,1,23.2,1248
5,2015,350000,50000,3,1,1,2,5,67.04,1,20.51,998
3,2011,440000,80000,1,1,1,4,5,126.3,1,22.32,1582
3,2011,320000,70000,1,1,1,2,5,90.0,1,21.9,1396
1,2014,350000,113226,1,0,1,0,5,67.0,1,19.68,1399
1,2013,310000,90000,1,1,1,2,5,68.1,1,20.0,1399
6,2014,560000,132000,1,1,1,2,5,108.45,1,19.72,1461
5,2013,470000,120000,1,1,1,4,5,74.0,1,22.9,1248
5,2018,550000,5000,3,1,1,0,5,81.8,1,22.0,1197
3,2015,899000,80000,1,1,1,2,5,126.2,1,19.67,1582
5,2017,500000,43000,3,1,1,0,5,83.14,1,20.85,1197
5,2015,220000,40000,3,1,1,2,5,47.3,1,22.74,796
5,2011,170000,70000,3,1,1,4,5,46.3,1,19.7,796
5,2016,465000,20000,3,1,1,0,5,67.04,1,20.51,998
5,2012,260000,16830,3,1,1,0,5,67.1,1,20.2,998
6,2017,325000,38000,3,1,1,0,5,67.0,1,23.01,999
3,2016,340000,30000,3,1,1,0,5,55.2,1,21.1,814
7,2012,259000,35000,1,1,1,0,5,69.0,1,23.03,1396
7,2010,210000,120000,1,1,1,0,5,88.8,1,21.12,1248
7,2012,220000,90000,1,1,1,0,5,69.0,1,23.03,1396
7,2012,246000,35000,1,1,1,2,5,69.0,1,23.03,1396
3,2018,1050000,70000,1,1,1,0,5,88.7,1,21.38,1396
5,2016,550000,20000,3,1,1,0,5,81.8,1,20.4,1197
5,2018,430000,16589,3,2,1,0,5,67.04,1,20.51,998
5,2017,570000,25272,3,2,1,0,5,81.8,1,21.01,1197
6,2018,1250000,12000,1,1,1,0,5,108.45,1,19.6,1461
3,2017,750000,40000,1,1,1,2,5,88.73,1,22.54,1396
5,2004,118000,60000,3,1,1,2,5,46.3,1,19.7,796
6,2013,585000,80000,1,1,1,2,5,83.8,1,20.46,1461
5,2006,120000,120000,3,1,1,1,5,46.3,1,19.7,796
5,2006,150000,100000,3,1,1,2,5,46.3,1,19.7,796
5,2009,150000,70000,3,1,1,1,5,46.3,1,19.7,796
5,2013,599000,60000,1,1,1,2,7,88.76,1,20.77,1248
5,2016,570000,90000,3,1,1,0,5,81.8,1,20.4,1197
9,2013,440000,75000,1,1,1,2,5,73.9,1,22.07,1199
6,2018,409999,35000,3,1,1,0,5,67.0,1,23.01,999
7,2011,200000,84321,1,1,1,0,5,70.0,1,23.57,1396
3,2008,215000,70000,3,1,1,2,5,78.9,1,20.36,1197
5,2015,515000,45000,3,1,1,2,5,83.14,1,20.85,1197
3,2017,300000,60000,3,1,1,0,5,68.05,1,20.3,998
1,2012,250000,40000,1,1,1,0,5,68.0,1,20.0,1399
3,2011,210000,110000,3,1,1,2,5,68.05,1,19.81,1086
5,2007,130000,88700,3,1,1,4,5,46.3,1,19.7,796
5,2016,310000,15000,3,1,1,0,5,47.3,1,22.74,796
4,2012,200000,80000,1,1,1,2,5,65.0,1,20.8,1461
3,2018,444000,15000,3,1,1,0,5,55.2,1,21.1,814
4,2011,225000,57000,1,1,1,2,5,64.1,1,21.0,1461
5,2010,150000,120000,3,1,1,2,5,46.3,1,19.7,796
5,2014,110000,50000,3,1,1,2,5,46.3,1,19.7,796
5,2012,225000,40000,3,1,1,0,5,46.3,1,19.7,796
5,2014,650000,90000,1,1,1,0,7,88.8,1,20.77,1248
1,2011,220000,100000,1,1,1,0,5,68.0,1,20.0,1399
9,2017,625000,34000,1,1,0,0,5,108.495,1,22.0,1498
5,2018,475000,30000,3,1,1,0,5,67.04,1,21.63,998
3,2018,540000,7000,3,0,1,0,5,68.0,1,20.3,1086
5,2019,484999,4875,3,0,1,0,5,67.04,1,21.63,998
7,2017,919999,26766,1,0,1,0,5,108.5,1,21.5,1497
5,2017,600000,24522,3,0,1,0,5,81.8,1,20.4,1197
6,2018,330000,30000,3,1,1,0,5,67.0,1,23.01,999
1,2012,300000,90000,1,1,1,0,5,68.0,1,20.0,1399
5,2013,625000,160000,1,1,1,4,7,88.76,1,20.77,1248
8,2017,1594000,5000,1,1,1,0,5,86.79,1,21.43,1364
1,2018,950000,27620,1,0,1,0,5,98.59,1,22.77,1498
5,2017,550000,40000,3,1,0,0,5,81.8,1,20.89,1197
3,2009,150000,110000,3,1,1,2,5,78.9,1,20.36,1197
3,2016,511000,80000,1,1,1,0,5,88.73,1,22.54,1396
5,2020,420000,25000,3,1,1,0,5,67.04,1,21.63,998
5,2014,180000,55000,3,1,1,0,5,47.3,1,22.74,796
5,2013,525000,100000,1,1,1,0,5,74.0,1,23.4,1248
5,2013,550000,100000,1,1,1,0,5,74.0,1,23.4,1248
3,2012,400000,138000,1,1,1,0,5,126.32,1,22.32,1582
5,2016,245000,50000,3,1,1,0,5,47.3,1,22.74,796
7,2013,260000,189000,1,1,1,0,5,88.76,1,21.02,1248
9,2014,411000,90000,1,1,0,2,5,103.2,1,21.21,1498
3,2014,450000,56000,1,1,1,0,5,88.76,1,21.9,1396
5,2016,351000,60000,3,1,1,0,5,67.04,1,23.1,998
5,2013,200000,90000,3,1,1,0,5,47.3,1,22.74,796
3,2017,350000,20000,3,1,1,2,5,55.2,1,21.1,814
5,2019,500000,15000,3,1,1,0,5,81.8,1,20.89,1197
5,2012,254999,30000,3,1,1,0,5,47.3,1,22.74,796
5,2011,180000,60000,3,1,1,0,5,46.3,1,19.7,796
5,2015,270000,49900,3,1,1,2,5,47.3,1,22.74,796
7,2012,310000,86000,1,1,1,0,5,88.8,1,21.12,1248
3,2011,180000,35000,3,1,1,0,5,55.2,1,21.1,814
5,2015,550000,50000,3,1,1,0,5,83.14,1,20.85,1197
3,2015,900000,145000,1,1,1,0,5,126.2,1,22.7,1582
5,2016,475000,110000,1,1,1,0,5,73.94,1,23.2,1248
5,2016,390000,80000,3,1,1,0,5,67.04,1,20.51,998
5,2010,170000,75000,3,1,1,2,5,46.3,1,19.7,796
3,2012,195000,80000,3,1,1,2,5,55.2,1,21.1,814
6,2015,484999,75000,1,0,1,0,5,83.8,1,19.87,1461
5,2018,650000,22000,3,1,1,2,5,103.25,1,21.56,1462
9,2013,350000,80000,1,1,1,0,5,73.9,1,22.07,1199
1,2016,650000,50000,1,1,1,0,5,98.59,1,22.77,1498
3,2015,822000,60000,1,1,1,0,5,126.2,1,19.67,1582
5,2012,330000,50000,1,1,1,2,5,74.0,1,22.9,1248
5,2014,300000,74537,3,1,1,2,5,67.04,1,20.51,998
5,2019,500000,11000,3,1,1,0,5,67.0,1,21.63,998
7,2016,360000,110000,1,1,1,0,5,88.7,1,23.0,1248
5,2012,252000,48000,3,1,1,0,5,67.1,1,20.92,998
5,2012,280000,70000,1,1,1,2,5,74.0,1,22.9,1248
5,2018,509999,70000,3,1,1,2,5,81.8,1,22.0,1197
5,2011,235000,100000,1,1,1,2,5,74.0,1,22.9,1248
3,2010,131000,80000,3,1,1,4,5,68.05,1,19.81,1086
5,2013,200000,50000,3,1,1,0,5,47.3,1,22.74,796
5,2012,380000,70000,1,1,1,4,5,74.0,1,22.9,1248
5,2008,128000,19000,3,1,1,0,5,46.3,1,19.7,796
5,2016,400000,25000,3,1,1,0,5,67.04,1,23.1,998
5,2012,200000,29500,3,1,1,0,5,67.1,1,20.92,998
5,2016,300000,50000,3,1,1,2,5,47.3,1,22.74,796
5,2012,220000,100000,3,1,1,0,5,47.3,1,22.74,796
3,2016,595000,60000,1,1,1,2,5,88.73,1,22.54,1396
5,2017,530000,30000,3,1,1,2,5,83.1,1,21.4,1197
3,2018,325000,10000,3,1,1,0,5,55.2,1,21.1,814
5,2018,550000,10000,3,1,1,0,5,83.1,1,21.4,1197
5,2018,720000,25000,3,1,1,0,5,91.1,1,20.73,1373
5,2013,350000,60000,1,1,1,0,5,74.0,1,22.9,1248
7,2018,790000,60000,1,1,1,0,5,108.5,1,21.5,1497
4,2019,950000,17000,1,1,1,0,5,115.0,1,20.0,1497
5,2017,400000,50000,3,1,1,0,5,67.04,1,20.51,998
4,2012,260000,110000,1,1,1,0,5,65.0,1,21.03,1461
7,2012,200000,90000,1,1,1,0,5,70.0,1,23.57,1396
5,2020,580000,70000,3,1,1,0,5,88.5,1,23.26,1197
9,2011,330000,66000,1,1,1,2,5,105.0,1,20.5,1598
4,2014,250000,50000,1,1,1,2,5,65.0,1,21.03,1461
5,2013,300000,70000,1,1,1,0,5,74.0,1,23.4,1248
5,2015,280000,80000,3,1,1,0,5,47.3,1,22.74,796
5,2018,550000,24400,3,1,1,0,5,81.8,1,22.0,1197
5,2011,130000,100000,3,1,1,2,5,46.3,1,19.7,796
1,2013,229999,70000,1,1,1,0,5,68.1,1,20.0,1399
5,2016,225000,35000,3,1,1,2,5,47.3,1,22.74,796
5,2017,420000,30000,3,1,1,0,5,67.04,1,20.51,998
5,2010,130000,120000,3,1,1,4,8,35.0,1,19.7,796
5,2006,120000,30000,3,1,1,2,5,46.3,1,19.7,796
5,2019,577000,3000,3,1,1,0,5,81.8,1,20.89,1197
5,2012,229999,50000,3,1,1,0,5,67.1,1,20.92,998
9,2017,900000,74000,1,1,1,0,5,108.6,1,22.27,1498
3,2016,250000,110000,3,1,1,0,5,55.2,1,21.1,814
9,2016,550000,70000,1,1,1,0,5,88.0,1,20.14,1498
5,2019,490000,10000,3,1,1,0,5,81.8,1,20.52,1197
3,2009,150000,80000,3,1,1,2,5,78.9,1,20.36,1197
5,2013,600000,184000,1,1,1,0,7,88.76,1,20.77,1248
5,2013,525000,69000,1,1,1,2,5,74.0,1,22.9,1248
3,2017,300000,8000,3,1,1,0,5,55.2,1,21.1,814
5,2020,250000,120000,3,1,1,2,5,67.0,1,21.63,998
5,2016,350000,70000,3,1,1,0,5,67.04,1,20.51,998
5,2007,135000,57000,3,1,1,0,5,46.3,1,19.7,796
3,2018,946000,60000,1,1,1,0,5,88.7,1,22.1,1396
7,2011,215000,70000,1,1,1,0,5,69.0,1,23.03,1396
3,2008,220000,35000,3,1,1,0,5,78.9,1,20.36,1197
5,2011,195000,46000,3,1,1,2,5,46.3,1,19.7,796
5,2010,125000,80000,3,1,1,1,5,46.3,1,19.7,796
5,2015,275000,16700,3,1,1,0,5,47.3,1,22.74,796
5,2015,600000,7967,3,1,1,0,5,83.14,1,20.85,1197
5,2018,720000,20000,3,1,1,0,5,81.8,1,22.0,1197
3,2011,225000,50000,3,1,1,0,5,68.05,1,19.81,1086
3,2013,550000,50000,1,1,1,0,5,88.7,1,23.5,1396
5,2019,610000,5000,3,1,1,0,5,81.8,1,21.21,1197
1,2016,515000,68609,1,0,1,0,5,89.84,1,22.7,1498
1,2018,925000,33360,1,0,1,0,5,98.59,1,22.77,1498
1,2012,225000,87237,1,0,1,2,5,68.05,1,20.0,1399
5,2017,600000,26634,3,0,0,0,5,81.8,1,21.21,1197
6,2015,600000,67303,1,0,1,0,5,83.8,1,20.45,1461
5,2012,265000,130376,1,0,1,2,5,73.94,1,23.2,1248
5,2013,525000,110000,1,1,1,0,5,74.0,1,23.4,1248
7,2017,550000,30000,3,1,1,0,5,84.0,1,20.3,1199
3,2010,200000,70000,3,1,1,2,5,68.05,1,19.81,1086
3,2014,200000,60000,3,1,1,2,5,55.2,1,21.1,814
3,2010,210000,94000,3,1,1,2,5,78.9,1,20.36,1197
7,2019,660000,35000,1,1,1,0,5,74.0,1,22.95,1248
3,2012,450000,60000,1,1,1,4,5,126.32,1,22.32,1582
3,2015,978999,90000,1,1,1,0,5,126.2,1,19.67,1582
1,2012,280000,60000,1,1,1,2,5,88.7,1,23.5,1498
5,2013,170000,60000,3,1,1,1,5,47.3,1,22.74,796
5,2019,630000,4000,3,1,1,0,5,81.8,1,21.21,1197
3,2011,250000,50000,3,1,1,0,5,78.9,1,20.36,1197
3,2009,180000,70000,3,1,1,2,5,78.9,1,20.36,1197
3,2014,348000,23000,3,1,1,2,5,78.9,1,20.36,1197
5,2014,196000,60000,3,1,1,2,5,47.3,1,22.74,796
5,2015,600000,90000,1,1,1,4,7,88.76,1,20.77,1248
5,2007,120000,53512,3,0,1,2,5,46.3,1,19.7,796
6,2017,265000,90000,3,1,1,0,5,67.0,1,23.01,999
5,2007,130000,78000,3,1,1,0,5,46.3,1,19.7,796
3,2010,180000,70000,3,1,1,2,5,78.9,1,20.36,1197
5,2010,160000,48000,3,1,1,2,5,46.3,1,19.7,796
6,2014,480000,80000,1,1,1,0,5,83.8,1,20.45,1461
5,2013,320000,100000,1,1,1,4,5,74.0,1,22.9,1248
5,2013,370000,96000,1,1,1,2,5,74.0,1,22.9,1248
5,2016,400000,60000,1,1,1,4,5,73.94,1,23.2,1248
5,2014,325000,48000,3,1,1,0,5,67.04,1,23.1,998
5,2012,200000,70000,3,1,1,2,5,67.1,1,20.92,998
5,2008,100000,70000,3,1,1,4,5,46.3,1,19.7,796
5,2006,85000,150000,3,1,1,2,5,46.3,1,19.7,796
3,2014,580000,56000,1,1,1,0,5,126.3,1,22.32,1582
1,2010,200000,120000,1,1,1,0,5,68.0,1,20.0,1399
5,2012,520000,73000,1,1,1,0,7,88.76,1,20.77,1248
6,2018,380000,5000,3,1,1,0,5,67.0,1,23.01,999
6,2013,490000,95000,1,1,1,0,5,83.8,1,20.46,1461
3,2015,229999,34000,3,1,1,2,5,55.2,1,21.1,814
5,2019,362000,120000,0,1,1,2,5,61.7,0,21.94,1196
8,2014,550000,31000,1,1,1,0,5,67.06,1,23.59,1364
3,2019,499000,5000,3,1,0,0,5,68.0,1,20.3,1086
8,2012,278000,120000,1,1,1,2,5,67.1,1,23.59,1364
6,2013,580000,67000,1,1,1,2,5,108.5,1,20.4,1461
3,2018,490000,7000,3,1,1,0,5,68.0,1,20.3,1086
5,2012,320000,120000,1,1,1,2,5,74.0,1,22.9,1248
5,2013,320000,120000,1,1,1,0,5,73.94,1,23.2,1248
8,2012,600000,85000,1,1,1,0,5,87.2,1,21.43,1364
5,2012,275000,50000,3,1,1,0,5,67.1,1,20.92,998
5,2009,170000,59000,3,1,1,2,5,46.3,1,19.7,796
6,2015,620000,140000,1,1,1,2,5,83.8,1,20.45,1461
8,2015,550000,40000,1,1,1,0,5,67.04,1,23.59,1364
3,2011,400000,100000,1,1,1,2,5,126.32,1,22.32,1582
7,2012,300000,110000,1,1,1,2,5,88.8,1,21.12,1248
5,2011,190000,92500,3,1,1,2,5,67.1,1,20.92,998
5,2018,650000,35000,3,1,1,0,5,81.8,1,22.0,1197
3,2015,869999,120000,1,1,1,0,5,126.2,1,22.7,1582
0,2013,200000,70000,1,1,1,0,5,76.9,1,22.1,1248
9,2018,650000,53000,1,1,1,0,5,88.0,1,20.14,1498
3,2018,330000,70000,3,1,1,0,5,68.05,1,20.3,998
3,2019,399000,4000,3,1,1,0,5,68.0,1,20.3,1086
3,2012,250000,103000,3,1,1,0,5,78.9,1,20.36,1197
5,2013,375000,77000,1,1,1,0,5,74.0,1,22.9,1248
9,2012,375000,90000,1,1,1,0,5,103.6,1,20.54,1598
3,2013,445000,87185,1,1,1,2,5,126.3,1,22.32,1582
3,2016,611000,77000,1,1,1,0,5,88.73,1,22.54,1396
3,2012,390000,100000,1,1,1,2,5,126.32,1,22.32,1582
8,2015,500000,125000,1,1,1,0,5,67.05,1,23.59,1364
5,2013,185000,80000,3,1,1,2,5,47.3,1,22.74,796
5,2018,550000,30000,3,1,1,0,5,83.1,1,21.4,1197
7,2010,320000,42000,1,1,1,0,5,69.0,1,23.03,1396
5,2016,350000,17000,3,1,0,0,5,67.04,1,23.1,998
5,2018,500000,40000,3,1,0,0,5,81.8,1,22.0,1197
5,2012,350000,70000,1,1,1,2,5,88.8,1,21.5,1248
3,2019,1050000,27000,1,1,1,0,5,88.7,1,21.38,1396
5,2014,490000,50000,1,1,1,0,5,74.0,1,23.4,1248
5,2013,190000,60000,3,1,1,2,5,47.3,1,22.74,796
5,2016,270000,60000,3,1,1,2,5,47.3,1,22.74,796
3,2008,170000,70000,3,1,1,4,5,68.05,1,19.81,1086
5,2018,764000,25000,3,1,1,0,5,91.1,1,20.73,1373
3,2017,280000,31000,3,1,1,2,5,55.2,1,21.1,814
9,2011,350000,110000,1,1,1,2,5,103.6,1,20.54,1598
5,2017,570000,35000,3,1,1,0,5,83.1,1,21.4,1197
5,2014,185000,10300,3,1,1,0,5,47.3,1,22.74,796
5,2019,760000,3000,3,1,1,0,5,81.8,1,21.01,1197
5,2018,700000,13000,3,1,1,0,5,83.1,1,21.4,1197
5,2016,220000,40000,3,1,1,0,5,47.3,1,22.74,796
3,2017,650000,80000,1,1,1,0,5,88.73,1,21.19,1396
5,2017,380000,30000,0,1,1,0,5,61.7,0,21.94,1196
8,2012,415000,125000,1,1,1,2,5,87.2,1,21.43,1364
3,2012,225000,110000,3,1,1,0,5,68.05,1,19.81,1086
5,2013,600000,30000,1,1,1,2,7,88.76,1,20.77,1248
5,2014,620000,148000,1,1,1,2,7,88.8,1,20.77,1248
7,2014,280000,60000,1,1,1,2,5,88.7,1,23.0,1248
5,2012,370000,60000,1,1,1,0,5,74.0,1,22.9,1248
5,2020,550000,15000,3,1,1,0,5,88.5,1,23.26,1197
3,2017,385000,42000,3,1,1,2,5,68.05,1,19.81,1086
5,2013,650000,170000,1,1,1,4,7,88.76,1,20.77,1248
5,2012,180000,80000,3,1,1,0,5,47.3,1,22.74,796
3,2013,200000,57000,3,1,1,0,5,55.2,1,21.1,814
3,2014,300000,100000,3,1,1,0,5,68.05,1,19.81,1086
5,2014,267000,40000,3,1,1,0,5,47.3,1,22.74,796
3,2017,250000,50000,3,1,1,0,5,55.2,1,21.1,814
5,2009,135000,100000,3,1,1,0,5,46.3,1,19.7,796
3,2011,500000,80000,1,1,1,0,5,126.32,1,22.32,1582
5,2008,112999,80000,3,1,1,4,5,46.3,1,19.7,796
1,2012,325000,150000,1,1,1,0,5,68.0,1,20.0,1399
3,2017,650000,22200,1,1,1,0,5,88.73,1,22.54,1396
5,2016,500000,32000,3,1,1,0,5,81.8,1,20.4,1197
6,2016,645000,120000,1,1,1,0,5,83.8,1,19.87,1461
5,2011,114999,10000,3,1,1,0,5,46.3,1,19.7,796
5,2018,575000,10000,3,1,1,0,5,81.8,1,20.89,1197
6,2016,650000,80000,1,1,1,0,5,108.45,1,19.72,1461
5,2009,145000,150000,1,1,1,4,5,73.9,1,21.1,1248
0,2013,246000,56000,1,0,1,0,5,74.0,1,22.1,1248
9,2015,560000,43001,1,0,1,0,5,108.6,1,22.27,1498
5,2019,470000,9000,3,0,0,0,5,67.04,1,21.63,998
3,2017,850000,35000,1,1,1,4,5,126.2,1,22.0,1582
6,2013,550000,100600,1,1,1,4,5,83.8,1,20.46,1461
5,2013,480000,105000,1,1,1,4,5,74.0,1,23.4,1248
5,2010,320000,60000,3,1,1,2,5,85.8,1,21.1,1197
3,2016,725000,120000,1,1,1,0,5,88.73,1,22.54,1396
9,2011,325000,134000,1,1,1,2,5,73.9,1,22.07,1199
1,2014,320000,120000,1,1,1,4,5,68.05,1,20.0,1399
5,2016,350000,120000,1,1,1,4,5,73.94,1,23.2,1248
3,2011,470000,89000,1,1,1,0,5,90.0,1,23.0,1396
5,2018,680000,28000,3,1,0,0,5,81.8,1,21.21,1197
3,2014,280000,90000,3,1,1,0,5,55.2,1,21.1,814
9,2013,400000,120000,1,1,1,2,5,103.6,1,20.54,1598
3,2014,475000,83000,1,1,1,2,5,88.73,1,22.54,1396
7,2018,450000,75000,3,1,1,0,5,84.0,1,20.3,1199
5,2017,400000,52000,3,1,1,0,5,67.0,1,21.63,998
9,2012,361000,90000,1,1,1,0,5,103.6,1,20.54,1598
3,2013,390000,53000,1,1,1,2,5,88.76,1,21.9,1396
5,2013,500000,53000,1,1,1,0,5,74.0,1,22.9,1248
5,2011,200000,50600,3,1,1,0,5,46.3,1,19.7,796
5,2018,580000,120000,1,1,1,0,5,74.0,1,23.4,1248
5,2019,660000,10000,3,1,0,0,5,83.1,1,21.4,1197
3,2014,220000,10000,3,1,1,0,5,68.05,1,20.3,998
5,2019,509999,10000,3,1,1,0,5,81.8,1,21.21,1197
3,2019,950000,15000,1,1,1,0,5,88.7,1,22.1,1396
5,2013,356000,70000,1,1,1,2,5,74.0,1,23.4,1248
5,2013,355000,170000,1,1,1,0,5,74.0,1,22.9,1248
5,2011,242000,120000,1,1,1,0,5,88.8,1,21.5,1248
1,2014,500000,130000,1,1,1,2,5,98.59,1,22.77,1498
5,2020,654000,1000,3,1,0,0,5,81.8,1,21.21,1197
5,2019,600000,18000,3,1,1,0,5,81.8,1,21.21,1197
5,2016,459999,60000,3,1,1,0,5,83.14,1,20.85,1197
6,2018,275000,20000,3,1,1,0,5,67.0,1,23.01,999
5,2006,94500,44000,3,1,1,0,5,46.3,1,19.7,796
3,2017,1110000,186000,1,1,1,0,5,126.2,1,19.67,1582
5,2014,570000,79000,1,1,1,2,7,88.76,1,20.77,1248
7,2015,350000,60000,1,1,1,0,5,74.0,1,22.95,1248
5,2019,550000,11500,3,1,1,0,5,81.8,1,21.21,1197
3,2012,180000,56000,3,1,1,0,5,55.2,1,21.1,814
5,2011,170000,175000,1,1,1,2,5,73.9,1,21.1,1248
5,2014,409999,150000,1,1,1,4,5,74.0,1,23.4,1248
3,2012,350000,110000,1,1,1,4,5,90.0,1,23.0,1396
5,2010,135000,95000,3,1,1,4,5,46.3,1,19.7,796
5,2010,220000,100000,1,1,1,0,5,73.9,1,21.1,1248
5,2014,500000,84000,1,1,1,0,5,74.0,1,23.4,1248
3,2016,875000,40000,1,1,1,0,5,88.73,1,22.54,1396
5,2011,175000,175000,3,1,1,2,5,46.3,1,19.7,796
3,2019,420000,20000,3,1,1,2,5,68.0,1,20.3,1086
5,2012,180000,70000,3,1,1,2,5,46.3,1,19.7,796
5,2007,118000,110000,3,1,1,2,5,46.3,1,19.7,796
5,2009,170000,90000,3,1,1,4,5,46.3,1,19.7,796
3,2010,180000,120000,3,1,1,0,5,78.9,1,20.36,1197
5,2009,155000,120000,1,1,1,0,5,73.9,1,21.1,1248
3,2011,250000,70000,3,1,1,0,5,78.9,1,20.36,1197
9,2017,550000,50000,1,1,1,0,5,108.62,1,21.66,1498
5,2013,380000,76000,1,1,1,2,5,74.0,1,22.9,1248
6,2019,650000,5000,3,1,1,0,7,72.0,1,20.0,999
5,2013,350000,85000,1,1,1,0,5,74.0,1,22.9,1248
5,2018,650000,15000,3,1,1,0,5,81.8,1,21.21,1197
3,2019,1200000,40000,1,1,1,0,5,126.2,1,22.0,1582
3,2015,850000,108000,1,1,1,0,5,126.2,1,19.67,1582
5,2015,320000,60000,3,1,1,0,5,67.04,1,20.51,998
7,2016,325000,50000,1,1,1,0,5,88.7,1,23.0,1248
3,2014,215000,50000,3,1,1,0,5,55.2,1,21.1,814
5,2018,560000,25000,3,1,1,0,5,81.8,1,22.0,1197
5,2017,400000,30000,3,1,0,2,5,67.04,1,23.1,998
1,2017,725000,45000,1,1,1,0,5,98.96,1,23.0,1498
3,2013,229999,39000,3,0,1,0,5,78.9,1,20.36,1197
